name,supplier,observed_count,inferred_topk,missing_topk
PRO_004700,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""广告业"", ""数字政府"", ""其他数字技术应用业"", ""数字金融"", ""互联网零售"", ""数字技术研究和试验发展"", ""电信""]","[""汽车、摩托车、零配件和燃料及其他动力销售"", ""广告业"", ""数字政府"", ""其他数字技术应用业"", ""数字金融"", ""互联网零售"", ""数字技术研究和试验发展"", ""电信""]"
PRO_004719,SUP_0298,1,"[""银行金融服务"", ""数字社会"", ""互联网保险"", ""数字政府"", ""其他数字技术应用业"", ""数字资本市场服务""]","[""数字社会"", ""互联网保险"", ""数字政府"", ""其他数字技术应用业"", ""数字资本市场服务""]"
PRO_005721,SUP_0353,1,"[""知识产权服务"", ""数字技术研究和试验发展"", ""银行金融服务"", ""住宅房屋建筑"", ""证券市场服务"", ""数字社会""]","[""数字技术研究和试验发展"", ""银行金融服务"", ""住宅房屋建筑"", ""证券市场服务"", ""数字社会""]"
PRO_005729,SUP_0353,1,"[""银行金融服务"", ""供应链管理服务"", ""互联网保险"", ""数字金融"", ""数字化零售"", ""数字社会""]","[""银行金融服务"", ""供应链管理服务"", ""互联网保险"", ""数字金融"", ""数字化零售"", ""数字社会""]"
PRO_001789,SUP_0128,2,"[""智能交通"", ""智慧教育"", ""银行金融服务"", ""行政办公自动化"", ""货币银行服务"", ""智能化电力、热力、燃气及水生产和供应"", ""地理遥感信息及测绘地理信息服务"", ""其他数字政府"", ""智能车载设备制造"", ""其他互联网平台""]","[""智慧教育"", ""银行金融服务"", ""行政办公自动化"", ""货币银行服务"", ""智能化电力、热力、燃气及水生产和供应"", ""地理遥感信息及测绘地理信息服务"", ""其他数字政府"", ""智能车载设备制造"", ""其他互联网平台""]"
PRO_001709,SUP_0122,1,"[""银行金融服务"", ""互联网居民生活服务"", ""其他农业"", ""货币银行服务"", ""行政办公自动化"", ""数字政府"", ""专业公共卫生服务""]","[""互联网居民生活服务"", ""其他农业"", ""货币银行服务"", ""行政办公自动化"", ""数字政府"", ""专业公共卫生服务""]"
PRO_004025,SUP_0266,1,"[""数字化商务服务"", ""咨询与调查"", ""国家行政机构"", ""人力资源服务"", ""其他互联网平台"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]","[""咨询与调查"", ""国家行政机构"", ""人力资源服务"", ""其他互联网平台"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]"
PRO_004018,SUP_0266,1,"[""知识产权服务"", ""数字技术研究和试验发展"", ""银行金融服务"", ""法律服务"", ""金融信息服务"", ""数字社会""]","[""数字技术研究和试验发展"", ""银行金融服务"", ""法律服务"", ""金融信息服务"", ""数字社会""]"
PRO_005728,SUP_0353,3,"[""住宅房屋建筑"", ""数字化商务服务"", ""其他土木工程建筑"", ""数字化建筑业"", ""法律服务"", ""木质家具制造""]","[""住宅房屋建筑"", ""数字化商务服务"", ""其他土木工程建筑"", ""数字化建筑业"", ""法律服务"", ""木质家具制造""]"
PRO_004715,SUP_0298,1,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字金融"", ""数字商贸"", ""数字化商务服务"", ""其他数字技术应用业""]","[""数字社会"", ""数字政府"", ""数字金融"", ""数字商贸"", ""数字化商务服务"", ""其他数字技术应用业""]"
PRO_004718,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字金融"", ""数字商贸"", ""数字化商务服务"", ""其他数字技术应用业""]","[""数字政府"", ""数字金融"", ""数字商贸"", ""数字化商务服务"", ""其他数字技术应用业""]"
PRO_003003,SUP_0166,3,"[""数字金融"", ""银行金融服务"", ""非金融机构支付服务"", ""互联网零售"", ""数字技术研究和试验发展"", ""电信"", ""互联网资讯服务"", ""互联网金融"", ""机械设备经营租赁"", ""数字政府""]","[""数字金融"", ""银行金融服务"", ""非金融机构支付服务"", ""互联网资讯服务"", ""互联网金融"", ""机械设备经营租赁"", ""数字政府""]"
PRO_003008,SUP_0166,3,"[""数字金融"", ""银行金融服务"", ""非金融机构支付服务"", ""互联网零售"", ""数字技术研究和试验发展"", ""电信"", ""互联网资讯服务"", ""互联网金融"", ""机械设备经营租赁"", ""数字政府""]","[""数字金融"", ""银行金融服务"", ""非金融机构支付服务"", ""互联网资讯服务"", ""互联网金融"", ""机械设备经营租赁"", ""数字政府""]"
PRO_001743,SUP_0127,1,"[""银行金融服务"", ""数字金融"", ""其他数字金融"", ""数字商贸"", ""数字化商务服务""]","[""银行金融服务"", ""数字金融"", ""其他数字金融"", ""数字商贸"", ""数字化商务服务""]"
PRO_004608,SUP_0298,4,"[""银行金融服务"", ""智能交通"", ""数字化商务服务"", ""网上税务办理"", ""数字化零售"", ""房地产开发经营"", ""金融信息服务"", ""软件开发"", ""非金融机构支付服务"", ""智能设备制造""]","[""智能交通"", ""网上税务办理"", ""数字化零售"", ""房地产开发经营"", ""金融信息服务"", ""软件开发"", ""非金融机构支付服务"", ""智能设备制造""]"
PRO_004717,SUP_0298,1,"[""银行金融服务"", ""数字社会"", ""互联网保险"", ""数字政府"", ""其他数字技术应用业"", ""数字资本市场服务""]","[""数字社会"", ""互联网保险"", ""数字政府"", ""其他数字技术应用业"", ""数字资本市场服务""]"
PRO_004714,SUP_0298,1,"[""银行金融服务"", ""数字社会"", ""互联网保险"", ""数字政府"", ""其他数字技术应用业"", ""数字资本市场服务""]","[""数字社会"", ""互联网保险"", ""数字政府"", ""其他数字技术应用业"", ""数字资本市场服务""]"
PRO_004023,SUP_0266,1,"[""银行金融服务"", ""金融信息服务"", ""法律服务"", ""数字社会""]","[""银行金融服务"", ""金融信息服务"", ""数字社会""]"
PRO_004016,SUP_0266,1,"[""银行金融服务"", ""数字化商务服务"", ""金融信息服务"", ""网上税务办理"", ""数字社会"", ""数字技术研究和试验发展"", ""其他互联网平台"", ""人力资源服务""]","[""银行金融服务"", ""数字化商务服务"", ""金融信息服务"", ""网上税务办理"", ""数字社会"", ""数字技术研究和试验发展"", ""其他互联网平台"", ""人力资源服务""]"
PRO_004031,SUP_0266,1,"[""法律服务"", ""金融信息服务"", ""其他数字政府"", ""银行金融服务""]","[""法律服务"", ""金融信息服务"", ""其他数字政府""]"
PRO_004021,SUP_0266,1,"[""银行金融服务"", ""法律服务"", ""其他数字政府"", ""数字社会""]","[""法律服务"", ""其他数字政府"", ""数字社会""]"
PRO_004024,SUP_0266,1,"[""银行金融服务"", ""金融信息服务"", ""法律服务"", ""数字化商务服务"", ""数字社会"", ""数字技术研究和试验发展"", ""网上税务办理"", ""数字资本市场服务""]","[""金融信息服务"", ""法律服务"", ""数字化商务服务"", ""数字社会"", ""数字技术研究和试验发展"", ""网上税务办理"", ""数字资本市场服务""]"
PRO_004029,SUP_0266,1,"[""银行金融服务"", ""行政办公自动化"", ""电信"", ""其他未列明食品制造"", ""数字社会"", ""住宅房屋建筑"", ""数字政府"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字金融""]","[""银行金融服务"", ""行政办公自动化"", ""电信"", ""其他未列明食品制造"", ""数字社会"", ""住宅房屋建筑"", ""数字政府"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字金融""]"
PRO_004020,SUP_0266,1,"[""银行金融服务"", ""数字资本市场服务"", ""出版业"", ""国家行政机构"", ""知识产权服务"", ""应用软件开发"", ""房地产开发经营"", ""法律服务""]","[""数字资本市场服务"", ""出版业"", ""国家行政机构"", ""知识产权服务"", ""应用软件开发"", ""房地产开发经营"", ""法律服务""]"
PRO_004030,SUP_0266,1,"[""银行金融服务"", ""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字社会""]","[""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字社会""]"
PRO_004028,SUP_0266,1,"[""数字金融"", ""行政办公自动化"", ""网上税务办理"", ""环境治理业"", ""数字政府"", ""房地产开发经营"", ""供应链管理服务"", ""人力资源服务"", ""银行金融服务""]","[""数字金融"", ""行政办公自动化"", ""网上税务办理"", ""环境治理业"", ""数字政府"", ""房地产开发经营"", ""供应链管理服务"", ""人力资源服务""]"
PRO_004624,SUP_0298,2,"[""银行金融服务"", ""资本投资服务"", ""数字社会"", ""数字化商务服务"", ""信息技术咨询服务"", ""数字金融"", ""数字资本市场服务"", ""数字政府"", ""其他数字技术应用业""]","[""银行金融服务"", ""资本投资服务"", ""数字化商务服务"", ""信息技术咨询服务"", ""数字资本市场服务"", ""数字政府"", ""其他数字技术应用业""]"
PRO_004654,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字金融"", ""数字化商务服务"", ""数字政府"", ""信息技术咨询服务"", ""其他数字技术应用业"", ""网上税务办理""]","[""数字金融"", ""数字化商务服务"", ""数字政府"", ""信息技术咨询服务"", ""其他数字技术应用业"", ""网上税务办理""]"
PRO_004641,SUP_0298,3,"[""银行金融服务"", ""智能道路运输"", ""数字社会"", ""数字化商务服务"", ""信息技术咨询服务"", ""其他批发业"", ""数字金融"", ""智慧配送"", ""智慧物流"", ""咨询与调查""]","[""智能道路运输"", ""数字社会"", ""数字化商务服务"", ""信息技术咨询服务"", ""其他批发业"", ""数字金融"", ""智慧配送"", ""智慧物流"", ""咨询与调查""]"
PRO_004667,SUP_0298,3,"[""银行金融服务"", ""网上税务办理"", ""数字化商务服务"", ""金融信息服务"", ""数字政府"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业""]","[""网上税务办理"", ""数字化商务服务"", ""金融信息服务"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业""]"
PRO_004716,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""其他数字技术应用业""]","[""数字政府"", ""其他数字技术应用业""]"
PRO_004540,SUP_0298,2,"[""银行金融服务"", ""数字金融"", ""互联网金融"", ""数字政府"", ""数字社会"", ""其他数字技术应用业""]","[""互联网金融"", ""数字政府"", ""数字社会"", ""其他数字技术应用业""]"
PRO_002985,SUP_0166,3,"[""银行金融服务"", ""非金融机构支付服务"", ""数字金融"", ""互联网零售"", ""数字技术研究和试验发展"", ""电信"", ""数字政府"", ""数字社会"", ""互联网资讯服务"", ""互联网金融""]","[""银行金融服务"", ""非金融机构支付服务"", ""数字金融"", ""数字政府"", ""数字社会"", ""互联网资讯服务"", ""互联网金融""]"
PRO_002965,SUP_0166,3,"[""银行金融服务"", ""智能道路运输"", ""其他智能交通"", ""智能交通"", ""数字政府"", ""数字化商务服务"", ""行政办公自动化"", ""数字社会"", ""互联网零售"", ""数字技术研究和试验发展""]","[""银行金融服务"", ""智能道路运输"", ""其他智能交通"", ""智能交通"", ""数字政府"", ""数字化商务服务"", ""行政办公自动化"", ""数字技术研究和试验发展""]"
PRO_002966,SUP_0166,3,"[""银行金融服务"", ""广告业"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""数字社会"", ""智能道路运输"", ""智慧配送"", ""互联网零售"", ""电信""]","[""银行金融服务"", ""广告业"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""数字社会"", ""智能道路运输"", ""智慧配送""]"
PRO_004009,SUP_0266,1,"[""银行金融服务"", ""数字化商务服务"", ""应用软件开发"", ""国家行政机构"", ""行政办公自动化"", ""法律服务"", ""人力资源服务"", ""其他土木工程建筑""]","[""银行金融服务"", ""数字化商务服务"", ""应用软件开发"", ""国家行政机构"", ""行政办公自动化"", ""法律服务"", ""人力资源服务"", ""其他土木工程建筑""]"
PRO_004092,SUP_0266,1,"[""银行金融服务"", ""金融信息服务"", ""法律服务"", ""其他数字政府"", ""数字社会""]","[""银行金融服务"", ""金融信息服务"", ""其他数字政府"", ""数字社会""]"
PRO_004010,SUP_0266,1,"[""证券市场服务"", ""数字资本市场服务"", ""金融信息服务"", ""银行金融服务""]","[""证券市场服务"", ""金融信息服务"", ""银行金融服务""]"
PRO_003985,SUP_0266,1,"[""网上税务办理"", ""法律服务"", ""数字化商务服务"", ""互联网资讯服务"", ""人力资源服务""]","[""网上税务办理"", ""法律服务"", ""数字化商务服务"", ""互联网资讯服务"", ""人力资源服务""]"
PRO_003989,SUP_0266,1,"[""数字化商务服务"", ""网上税务办理"", ""法律服务"", ""人力资源服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]","[""数字化商务服务"", ""网上税务办理"", ""法律服务"", ""人力资源服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]"
PRO_004107,SUP_0266,1,"[""法律服务"", ""其他数字政府"", ""金融信息服务"", ""银行金融服务"", ""数字金融""]","[""其他数字政府"", ""金融信息服务"", ""银行金融服务"", ""数字金融""]"
PRO_004123,SUP_0266,1,"[""数字化商务服务"", ""咨询与调查"", ""银行金融服务"", ""资本投资服务"", ""科技中介服务"", ""法律服务"", ""其他互联网平台"", ""互联网资讯服务""]","[""咨询与调查"", ""银行金融服务"", ""资本投资服务"", ""科技中介服务"", ""法律服务"", ""其他互联网平台"", ""互联网资讯服务""]"
PRO_004118,SUP_0266,1,"[""法律服务"", ""银行金融服务"", ""其他数字政府"", ""数字技术研究和试验发展""]","[""法律服务"", ""银行金融服务"", ""其他数字政府"", ""数字技术研究和试验发展""]"
PRO_004094,SUP_0266,1,"[""数字化商务服务"", ""咨询与调查"", ""人力资源服务"", ""其他互联网平台"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]","[""数字化商务服务"", ""咨询与调查"", ""人力资源服务"", ""其他互联网平台"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]"
PRO_004045,SUP_0266,1,"[""房地产开发经营"", ""银行金融服务"", ""土地登记服务"", ""数字政府"", ""土地调查评估服务"", ""贸易经纪与代理"", ""住宅房屋建筑"", ""数字技术研究和试验发展"", ""互联网房地产业""]","[""房地产开发经营"", ""银行金融服务"", ""土地登记服务"", ""数字政府"", ""贸易经纪与代理"", ""住宅房屋建筑"", ""数字技术研究和试验发展"", ""互联网房地产业""]"
PRO_004042,SUP_0266,1,"[""银行金融服务"", ""数字化商务服务"", ""数字政府"", ""网上税务办理"", ""金融信息服务"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业"", ""数字资本市场服务""]","[""银行金融服务"", ""数字政府"", ""网上税务办理"", ""金融信息服务"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业"", ""数字资本市场服务""]"
PRO_004076,SUP_0266,2,"[""银行金融服务"", ""金融信息服务"", ""数字资本市场服务"", ""互联网零售"", ""智慧配送"", ""数字化商务服务"", ""数字社会"", ""数字金融"", ""其他数字化效率提升业"", ""互联网搜索服务""]","[""银行金融服务"", ""金融信息服务"", ""数字资本市场服务"", ""互联网零售"", ""智慧配送"", ""数字化商务服务"", ""数字社会"", ""数字金融"", ""其他数字化效率提升业"", ""互联网搜索服务""]"
PRO_004115,SUP_0266,1,"[""法律服务"", ""银行金融服务"", ""数字化商务服务"", ""国家行政机构"", ""其他数字政府"", ""数字金融"", ""其他数字金融""]","[""银行金融服务"", ""数字化商务服务"", ""国家行政机构"", ""其他数字政府"", ""数字金融"", ""其他数字金融""]"
PRO_004041,SUP_0266,1,"[""数字化商务服务"", ""数字资本市场服务"", ""互联网资讯服务"", ""公开募集证券投资基金"", ""资本投资服务"", ""法律服务"", ""网上税务办理""]","[""数字化商务服务"", ""数字资本市场服务"", ""互联网资讯服务"", ""公开募集证券投资基金"", ""资本投资服务"", ""网上税务办理""]"
PRO_004038,SUP_0266,1,"[""数字化商务服务"", ""法律服务"", ""互联网资讯服务"", ""人力资源服务"", ""其他互联网平台"", ""网上税务办理"", ""银行金融服务""]","[""数字化商务服务"", ""互联网资讯服务"", ""人力资源服务"", ""其他互联网平台"", ""网上税务办理"", ""银行金融服务""]"
PRO_004084,SUP_0266,1,"[""数字化商务服务"", ""人力资源服务"", ""法律服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""其他商务服务业"", ""互联网资讯服务"", ""银行金融服务""]","[""数字化商务服务"", ""人力资源服务"", ""法律服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""其他商务服务业"", ""互联网资讯服务"", ""银行金融服务""]"
PRO_004085,SUP_0266,1,"[""网上税务办理"", ""法律服务"", ""其他商务服务业"", ""互联网资讯服务"", ""银行金融服务"", ""数字化商务服务"", ""数字政府""]","[""法律服务"", ""其他商务服务业"", ""互联网资讯服务"", ""银行金融服务"", ""数字化商务服务"", ""数字政府""]"
PRO_004033,SUP_0266,1,"[""住宅房屋建筑"", ""行政办公自动化"", ""银行金融服务"", ""数字政府"", ""其他商务服务业"", ""出版业"", ""其他土木工程建筑"", ""应用软件开发"", ""国家行政机构""]","[""住宅房屋建筑"", ""行政办公自动化"", ""银行金融服务"", ""数字政府"", ""出版业"", ""其他土木工程建筑"", ""应用软件开发"", ""国家行政机构""]"
PRO_004049,SUP_0266,1,"[""银行金融服务"", ""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字金融"", ""其他数字金融"", ""数字政府""]","[""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字金融"", ""其他数字金融"", ""数字政府""]"
PRO_004048,SUP_0266,1,"[""银行金融服务"", ""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字社会""]","[""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字社会""]"
PRO_003987,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务"", ""银行金融服务""]","[""数字资本市场服务"", ""金融信息服务"", ""银行金融服务""]"
PRO_001746,SUP_0127,1,"[""银行金融服务"", ""数字金融"", ""互联网金融"", ""其他数字金融"", ""数字商贸"", ""数字化商务服务""]","[""数字金融"", ""互联网金融"", ""其他数字金融"", ""数字商贸"", ""数字化商务服务""]"
PRO_004113,SUP_0266,1,"[""数字化商务服务"", ""出版业"", ""国家行政机构"", ""人力资源服务"", ""网上税务办理"", ""法律服务"", ""银行金融服务"", ""其他土木工程建筑""]","[""数字化商务服务"", ""出版业"", ""国家行政机构"", ""人力资源服务"", ""网上税务办理"", ""法律服务"", ""银行金融服务"", ""其他土木工程建筑""]"
PRO_004075,SUP_0266,1,"[""数字化商务服务"", ""网上税务办理"", ""互联网资讯服务"", ""人力资源服务"", ""法律服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]","[""网上税务办理"", ""互联网资讯服务"", ""人力资源服务"", ""法律服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务""]"
PRO_004072,SUP_0266,1,"[""网上税务办理"", ""法律服务"", ""其他商务服务业"", ""互联网资讯服务"", ""人力资源服务"", ""数字化商务服务"", ""其他互联网平台""]","[""法律服务"", ""其他商务服务业"", ""互联网资讯服务"", ""人力资源服务"", ""数字化商务服务"", ""其他互联网平台""]"
PRO_003995,SUP_0266,1,"[""知识产权服务"", ""数字技术研究和试验发展"", ""银行金融服务"", ""住宅房屋建筑"", ""法律服务"", ""证券市场服务""]","[""数字技术研究和试验发展"", ""银行金融服务"", ""住宅房屋建筑"", ""法律服务"", ""证券市场服务""]"
PRO_003994,SUP_0266,1,"[""知识产权服务"", ""数字技术研究和试验发展"", ""国家行政机构"", ""法律服务"", ""数字化商务服务"", ""人力资源服务""]","[""知识产权服务"", ""国家行政机构"", ""法律服务"", ""数字化商务服务"", ""人力资源服务""]"
PRO_004001,SUP_0266,1,"[""数字化商务服务"", ""其他互联网平台"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""网上税务办理"", ""法律服务"", ""互联网资讯服务"", ""银行金融服务""]","[""数字化商务服务"", ""其他互联网平台"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""网上税务办理"", ""法律服务"", ""互联网资讯服务"", ""银行金融服务""]"
PRO_003996,SUP_0266,1,"[""知识产权服务"", ""数字技术研究和试验发展"", ""银行金融服务"", ""法律服务"", ""金融信息服务"", ""数字社会""]","[""数字技术研究和试验发展"", ""银行金融服务"", ""法律服务"", ""金融信息服务"", ""数字社会""]"
PRO_004000,SUP_0266,1,"[""数字化商务服务"", ""人力资源服务"", ""网上税务办理"", ""地理遥感信息及测绘地理信息服务"", ""咨询与调查"", ""其他互联网平台"", ""法律服务"", ""互联网资讯服务"", ""银行金融服务""]","[""人力资源服务"", ""网上税务办理"", ""地理遥感信息及测绘地理信息服务"", ""咨询与调查"", ""其他互联网平台"", ""法律服务"", ""互联网资讯服务"", ""银行金融服务""]"
PRO_003998,SUP_0266,1,"[""银行金融服务"", ""数字化商务服务"", ""数字政府"", ""资本投资服务"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业"", ""互联网保险""]","[""银行金融服务"", ""数字政府"", ""资本投资服务"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业"", ""互联网保险""]"
PRO_004002,SUP_0266,2,"[""数字化商务服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""人力资源服务"", ""其他互联网平台""]","[""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""人力资源服务"", ""其他互联网平台""]"
PRO_004087,SUP_0266,1,"[""法律服务"", ""银行金融服务"", ""数字金融"", ""其他数字金融""]","[""法律服务"", ""银行金融服务"", ""数字金融"", ""其他数字金融""]"
PRO_004026,SUP_0266,1,"[""法律服务"", ""数字资本市场服务"", ""金融信息服务"", ""知识产权服务"", ""数字化商务服务"", ""互联网资讯服务"", ""银行金融服务"", ""资本投资服务""]","[""法律服务"", ""数字资本市场服务"", ""知识产权服务"", ""数字化商务服务"", ""互联网资讯服务"", ""银行金融服务"", ""资本投资服务""]"
PRO_004027,SUP_0266,1,"[""银行金融服务"", ""金融信息服务"", ""数字资本市场服务"", ""知识产权服务"", ""法律服务"", ""出版业""]","[""银行金融服务"", ""金融信息服务"", ""知识产权服务"", ""法律服务"", ""出版业""]"
PRO_004060,SUP_0266,1,"[""法律服务"", ""数字金融"", ""其他数字政府"", ""网上税务办理"", ""其他数字金融""]","[""数字金融"", ""其他数字政府"", ""网上税务办理"", ""其他数字金融""]"
PRO_004093,SUP_0266,1,"[""数字化商务服务"", ""银行金融服务"", ""金融信息服务"", ""法律服务"", ""网上税务办理"", ""人力资源服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务""]","[""银行金融服务"", ""金融信息服务"", ""法律服务"", ""网上税务办理"", ""人力资源服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务""]"
PRO_004114,SUP_0266,1,"[""数字化商务服务"", ""其他商务服务业"", ""土地调查评估服务"", ""其他土木工程建筑"", ""住宅房屋建筑"", ""人力资源服务"", ""其他互联网平台"", ""应用软件开发""]","[""数字化商务服务"", ""其他商务服务业"", ""土地调查评估服务"", ""其他土木工程建筑"", ""住宅房屋建筑"", ""人力资源服务"", ""其他互联网平台"", ""应用软件开发""]"
PRO_004089,SUP_0266,1,"[""网上税务办理"", ""数字化商务服务"", ""应用软件开发"", ""出版业"", ""人力资源服务"", ""法律服务"", ""地理遥感信息及测绘地理信息服务"", ""咨询与调查"", ""银行金融服务""]","[""网上税务办理"", ""数字化商务服务"", ""应用软件开发"", ""出版业"", ""人力资源服务"", ""法律服务"", ""地理遥感信息及测绘地理信息服务"", ""咨询与调查"", ""银行金融服务""]"
PRO_004103,SUP_0266,1,"[""银行金融服务"", ""数字化商务服务"", ""电信"", ""其他未列明食品制造"", ""数字社会"", ""住宅房屋建筑"", ""数字政府"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字金融""]","[""银行金融服务"", ""数字化商务服务"", ""电信"", ""其他未列明食品制造"", ""数字社会"", ""住宅房屋建筑"", ""数字政府"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字金融""]"
PRO_004102,SUP_0266,1,"[""银行金融服务"", ""数字金融"", ""网上税务办理"", ""环境治理业"", ""数字政府"", ""房地产开发经营"", ""供应链管理服务"", ""人力资源服务""]","[""银行金融服务"", ""数字金融"", ""网上税务办理"", ""环境治理业"", ""数字政府"", ""房地产开发经营"", ""供应链管理服务"", ""人力资源服务""]"
PRO_004110,SUP_0266,1,"[""土地调查评估服务"", ""房地产开发经营"", ""土地登记服务"", ""银行金融服务"", ""数字政府"", ""住宅房屋建筑"", ""贸易经纪与代理"", ""数字技术研究和试验发展"", ""互联网房地产业"", ""数字化商务服务""]","[""土地调查评估服务"", ""土地登记服务"", ""银行金融服务"", ""数字政府"", ""住宅房屋建筑"", ""贸易经纪与代理"", ""数字技术研究和试验发展"", ""互联网房地产业"", ""数字化商务服务""]"
PRO_004073,SUP_0266,1,"[""法律服务"", ""银行金融服务"", ""数字化商务服务"", ""其他数字政府"", ""数字金融"", ""其他数字金融""]","[""银行金融服务"", ""数字化商务服务"", ""其他数字政府"", ""数字金融"", ""其他数字金融""]"
PRO_004014,SUP_0266,1,"[""银行金融服务"", ""数字资本市场服务"", ""出版业"", ""国家行政机构"", ""应用软件开发"", ""房地产开发经营"", ""知识产权服务"", ""法律服务""]","[""数字资本市场服务"", ""出版业"", ""国家行政机构"", ""应用软件开发"", ""房地产开发经营"", ""知识产权服务"", ""法律服务""]"
PRO_004065,SUP_0266,1,"[""其他商务服务业"", ""数字化商务服务"", ""住宅房屋建筑"", ""其他土木工程建筑"", ""人力资源服务"", ""出版业"", ""国家行政机构"", ""应用软件开发"", ""银行金融服务""]","[""其他商务服务业"", ""数字化商务服务"", ""住宅房屋建筑"", ""其他土木工程建筑"", ""人力资源服务"", ""出版业"", ""国家行政机构"", ""应用软件开发"", ""银行金融服务""]"
PRO_003991,SUP_0266,1,"[""数字化商务服务"", ""银行金融服务"", ""资本投资服务"", ""科技中介服务"", ""法律服务"", ""其他互联网平台"", ""证券市场服务""]","[""数字化商务服务"", ""银行金融服务"", ""资本投资服务"", ""科技中介服务"", ""法律服务"", ""其他互联网平台"", ""证券市场服务""]"
PRO_004105,SUP_0266,1,"[""法律服务"", ""数字金融"", ""其他数字政府"", ""银行金融服务"", ""其他数字金融""]","[""数字金融"", ""其他数字政府"", ""银行金融服务"", ""其他数字金融""]"
PRO_004036,SUP_0266,1,"[""数字化商务服务"", ""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""人力资源服务"", ""其他土木工程建筑"", ""网上税务办理"", ""银行金融服务""]","[""咨询与调查"", ""地理遥感信息及测绘地理信息服务"", ""人力资源服务"", ""其他土木工程建筑"", ""网上税务办理"", ""银行金融服务""]"
PRO_004104,SUP_0266,1,"[""银行金融服务"", ""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字社会""]","[""法律服务"", ""其他数字政府"", ""金融信息服务"", ""数字社会""]"
PRO_001742,SUP_0127,1,"[""银行金融服务"", ""数字金融"", ""互联网金融"", ""数字政府"", ""互联网零售"", ""数字技术研究和试验发展"", ""电信""]","[""数字金融"", ""互联网金融"", ""数字政府"", ""互联网零售"", ""数字技术研究和试验发展"", ""电信""]"
PRO_001762,SUP_0127,1,"[""银行金融服务"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""广告业"", ""数字社会"", ""互联网零售"", ""电信"", ""数字技术研究和试验发展""]","[""汽车、摩托车、零配件和燃料及其他动力销售"", ""广告业"", ""数字社会"", ""互联网零售"", ""电信"", ""数字技术研究和试验发展""]"
PRO_005723,SUP_0353,2,"[""银行金融服务"", ""金融信息服务"", ""互联网零售"", ""智慧配送"", ""数字化商务服务"", ""法律服务"", ""社会团体"", ""数字金融"", ""其他未列明金融业"", ""其他数字化效率提升业""]","[""金融信息服务"", ""互联网零售"", ""智慧配送"", ""法律服务"", ""社会团体"", ""数字金融"", ""其他未列明金融业"", ""其他数字化效率提升业""]"
